crop,month,soil_type,soil_drainage,maturity_in_days
mango,June,sandy loam,well-drained,1454
mango,July,sandy loam,well-drained,1454
mango,August,sandy loam,well-drained,1454
mango,September,sandy loam,well-drained,1454
mango,October,sandy loam,well-drained,1454
mango,November,sandy loam,well-drained,1455
mango,December,sandy loam,well-drained,1455
mango,January,sandy loam,well-drained,1455
mango,February,sandy loam,well-drained,1455
mango,March,sandy loam,well-drained,1455
mango,April,sandy loam,well-drained,1455
mango,May,sandy loam,well-drained,1455
mango,June,sandy loam,well-drained,1455
mango,July,sandy loam,well-drained,1455
mango,August,sandy loam,well-drained,1455
mango,September,sandy loam,well-drained,1455
mango,October,sandy loam,well-drained,1455
mango,November,sandy loam,well-drained,1456
mango,December,sandy loam,well-drained,1456
mango,January,sandy loam,well-drained,1456
mango,February,sandy loam,well-drained,1456
mango,March,sandy loam,well-drained,1456
mango,April,sandy loam,well-drained,1456
mango,May,sandy loam,well-drained,1456
mango,June,sandy loam,well-drained,1456
mango,July,sandy loam,well-drained,1456
mango,August,sandy loam,well-drained,1456
mango,September,sandy loam,well-drained,1456
mango,October,sandy loam,well-drained,1456
mango,November,sandy loam,well-drained,1457
mango,December,sandy loam,well-drained,1457
mango,January,sandy loam,well-drained,1457
mango,February,sandy loam,well-drained,1457
mango,March,sandy loam,well-drained,1457
mango,April,sandy loam,well-drained,1457
mango,May,sandy loam,well-drained,1457
mango,June,sandy loam,well-drained,1457
mango,July,sandy loam,well-drained,1457
mango,August,sandy loam,well-drained,1457
mango,September,sandy loam,well-drained,1457
mango,October,sandy loam,well-drained,1457
mango,November,sandy loam,well-drained,1458
mango,December,sandy loam,well-drained,1458
mango,January,sandy loam,well-drained,1458
mango,February,sandy loam,well-drained,1458
mango,March,sandy loam,well-drained,1458
mango,April,sandy loam,well-drained,1458
mango,May,sandy loam,well-drained,1458
mango,June,sandy loam,well-drained,1458
mango,July,sandy loam,well-drained,1458
mango,August,sandy loam,well-drained,1458
mango,September,sandy loam,well-drained,1458
mango,October,sandy loam,well-drained,1458
mango,November,sandy loam,well-drained,1459
mango,December,sandy loam,well-drained,1459
mango,January,sandy loam,well-drained,1459
mango,February,sandy loam,well-drained,1459
mango,March,sandy loam,well-drained,1459
mango,April,sandy loam,well-drained,1459
mango,May,sandy loam,well-drained,1459
mango,June,sandy loam,well-drained,1459
mango,July,sandy loam,well-drained,1459
mango,August,sandy loam,well-drained,1459
mango,September,sandy loam,well-drained,1459
mango,October,sandy loam,well-drained,1459
mango,November,sandy loam,well-drained,1460
mango,December,sandy loam,well-drained,1460
mango,January,sandy loam,well-drained,1460
mango,February,sandy loam,well-drained,1460
mango,March,sandy loam,well-drained,1460
mango,April,sandy loam,well-drained,1460
mango,May,sandy loam,well-drained,1460
mango,June,sandy loam,well-drained,1460
mango,July,sandy loam,well-drained,1460
mango,August,sandy loam,well-drained,1460
mango,September,sandy loam,well-drained,1460
mango,October,sandy loam,well-drained,1460
mango,November,sandy loam,well-drained,1461
mango,December,sandy loam,well-drained,1461
mango,January,sandy loam,well-drained,1461
mango,February,sandy loam,well-drained,1461
mango,March,sandy loam,well-drained,1461
mango,April,sandy loam,well-drained,1461
mango,May,sandy loam,well-drained,1461
mango,June,sandy loam,well-drained,1461
mango,July,sandy loam,well-drained,1461
mango,August,sandy loam,well-drained,1461
mango,September,sandy loam,well-drained,1461
mango,October,sandy loam,well-drained,1461
mango,November,sandy loam,well-drained,1462
mango,December,sandy loam,well-drained,1462
mango,January,sandy loam,well-drained,1462
mango,February,sandy loam,well-drained,1462
mango,March,sandy loam,well-drained,1462
mango,April,sandy loam,well-drained,1462
mango,May,sandy loam,well-drained,1462
mango,June,sandy loam,well-drained,1462
mango,July,sandy loam,well-drained,1462
mango,August,sandy loam,well-drained,1462
mango,September,sandy loam,well-drained,1462
mango,October,sandy loam,well-drained,1462
mango,November,sandy loam,well-drained,1463
mango,December,sandy loam,well-drained,1463
mango,January,sandy loam,well-drained,1463
mango,February,sandy loam,well-drained,1463
mango,March,sandy loam,well-drained,1463
mango,April,sandy loam,well-drained,1463
mango,May,sandy loam,well-drained,1463
mango,June,sandy loam,well-drained,1463
mango,July,sandy loam,well-drained,1463
mango,August,sandy loam,well-drained,1463
mango,September,sandy loam,well-drained,1463
mango,October,sandy loam,well-drained,1463
mango,November,sandy loam,well-drained,1464
mango,December,sandy loam,well-drained,1464
mango,January,sandy loam,well-drained,1464
mango,February,sandy loam,well-drained,1464
mango,March,sandy loam,well-drained,1464
mango,April,sandy loam,well-drained,1464
mango,May,sandy loam,well-drained,1464
mango,June,sandy loam,well-drained,1464
mango,July,sandy loam,well-drained,1464
mango,August,sandy loam,well-drained,1464
mango,September,sandy loam,well-drained,1464
mango,October,sandy loam,well-drained,1464
mango,November,sandy loam,well-drained,1465
mango,December,sandy loam,well-drained,1465
mango,January,sandy loam,well-drained,1465
mango,February,sandy loam,well-drained,1465
mango,March,sandy loam,well-drained,1465
mango,April,sandy loam,well-drained,1465
mango,May,sandy loam,well-drained,1465
mango,June,sandy loam,well-drained,1465
mango,July,sandy loam,well-drained,1465
mango,August,sandy loam,well-drained,1465
mango,September,sandy loam,well-drained,1465
mango,October,sandy loam,well-drained,1465
mango,November,sandy loam,well-drained,1466
mango,December,sandy loam,well-drained,1466
mango,January,sandy loam,well-drained,1466
mango,February,sandy loam,well-drained,1466
mango,March,sandy loam,well-drained,1466
mango,April,sandy loam,well-drained,1466
mango,May,sandy loam,well-drained,1466
mango,June,sandy loam,well-drained,1466
mango,July,sandy loam,well-drained,1466
mango,August,sandy loam,well-drained,1466
mango,September,sandy loam,well-drained,1466
mango,October,sandy loam,well-drained,1466
mango,November,sandy loam,well-drained,1467
mango,December,sandy loam,well-drained,1467
mango,January,sandy loam,well-drained,1467
mango,February,sandy loam,well-drained,1467
mango,March,sandy loam,well-drained,1467
mango,April,sandy loam,well-drained,1467
mango,May,sandy loam,well-drained,1467
mango,June,sandy loam,well-drained,1467
mango,July,sandy loam,well-drained,1467
mango,August,sandy loam,well-drained,1467
mango,September,sandy loam,well-drained,1467
mango,October,sandy loam,well-drained,1467
mango,November,sandy loam,well-drained,1468
mango,December,sandy loam,well-drained,1468
mango,January,sandy loam,well-drained,1468
mango,February,sandy loam,well-drained,1468
mango,March,sandy loam,well-drained,1468
mango,April,sandy loam,well-drained,1468
mango,May,sandy loam,well-drained,1468
mango,June,sandy loam,well-drained,1468
mango,July,sandy loam,well-drained,1468
mango,August,sandy loam,well-drained,1468
mango,September,sandy loam,well-drained,1468
mango,October,sandy loam,well-drained,1468
mango,November,sandy loam,well-drained,1469
mango,December,sandy loam,well-drained,1469
mango,January,sandy loam,well-drained,1469
mango,February,sandy loam,well-drained,1469
mango,March,sandy loam,well-drained,1469
mango,April,sandy loam,well-drained,1469
mango,May,sandy loam,well-drained,1469
mango,June,sandy loam,well-drained,1469
mango,July,sandy loam,well-drained,1469
mango,August,sandy loam,well-drained,1469
mango,September,sandy loam,well-drained,1469
mango,October,sandy loam,well-drained,1469
mango,November,sandy loam,well-drained,1470
mango,December,sandy loam,well-drained,1470
mango,January,sandy loam,well-drained,1470
mango,February,sandy loam,well-drained,1470
mango,March,sandy loam,well-drained,1470
mango,April,sandy loam,well-drained,1470
mango,May,sandy loam,well-drained,1470
mango,June,sandy loam,well-drained,1470
mango,July,sandy loam,well-drained,1470
mango,August,sandy loam,well-drained,1470
mango,September,sandy loam,well-drained,1470
mango,October,sandy loam,well-drained,1470
mango,November,sandy loam,well-drained,1471
mango,December,sandy loam,well-drained,1471
mango,January,sandy loam,well-drained,1471
mango,February,sandy loam,well-drained,1471
mango,March,sandy loam,well-drained,1471
mango,April,sandy loam,well-drained,1471
mango,May,sandy loam,well-drained,1471
mango,June,sandy loam,well-drained,1471
mango,July,sandy loam,well-drained,1471
mango,August,sandy loam,well-drained,1471
mango,September,sandy loam,well-drained,1471
mango,October,sandy loam,well-drained,1471
mango,November,sandy loam,well-drained,1472
mango,December,sandy loam,well-drained,1472
mango,January,sandy loam,well-drained,1472
mango,February,sandy loam,well-drained,1472
mango,March,sandy loam,well-drained,1472
mango,April,sandy loam,well-drained,1472
mango,May,sandy loam,well-drained,1472
mango,June,sandy loam,well-drained,1472
mango,July,sandy loam,well-drained,1472
mango,August,sandy loam,well-drained,1472
mango,September,sandy loam,well-drained,1472
mango,October,sandy loam,well-drained,1472
mango,November,sandy loam,well-drained,1473
mango,December,sandy loam,well-drained,1473
mango,January,sandy loam,well-drained,1473
mango,February,sandy loam,well-drained,1473
mango,March,sandy loam,well-drained,1473
mango,April,sandy loam,well-drained,1473
mango,May,sandy loam,well-drained,1473
mango,June,sandy loam,well-drained,1473
mango,July,sandy loam,well-drained,1473
mango,August,sandy loam,well-drained,1473
mango,September,sandy loam,well-drained,1473
mango,October,sandy loam,well-drained,1473
mango,November,sandy loam,well-drained,1474
mango,December,sandy loam,well-drained,1474
mango,January,sandy loam,well-drained,1474
mango,February,sandy loam,well-drained,1474
mango,March,sandy loam,well-drained,1474
mango,April,sandy loam,well-drained,1474
mango,May,sandy loam,well-drained,1474
mango,June,sandy loam,well-drained,1474
mango,July,sandy loam,well-drained,1474
mango,August,sandy loam,well-drained,1474
mango,September,sandy loam,well-drained,1474
mango,October,sandy loam,well-drained,1474
mango,November,sandy loam,well-drained,1475
mango,December,sandy loam,well-drained,1475
mango,January,sandy loam,well-drained,1475
mango,February,sandy loam,well-drained,1475
mango,March,sandy loam,well-drained,1475
mango,April,sandy loam,well-drained,1475
mango,May,sandy loam,well-drained,1475
mango,June,sandy loam,well-drained,1475
mango,July,sandy loam,well-drained,1475
mango,August,sandy loam,well-drained,1475
mango,September,sandy loam,well-drained,1475
mango,October,sandy loam,well-drained,1475
mango,November,sandy loam,well-drained,1476
mango,December,sandy loam,well-drained,1476
mango,January,sandy loam,well-drained,1476
mango,February,sandy loam,well-drained,1476
mango,March,sandy loam,well-drained,1476
mango,April,sandy loam,well-drained,1476
mango,May,sandy loam,well-drained,1476
mango,June,sandy loam,well-drained,1476
mango,July,sandy loam,well-drained,1476
mango,August,sandy loam,well-drained,1476
mango,September,sandy loam,well-drained,1476
mango,October,sandy loam,well-drained,1476
mango,November,sandy loam,well-drained,1477
mango,December,sandy loam,well-drained,1477
mango,January,sandy loam,well-drained,1477
mango,February,sandy loam,well-drained,1477
mango,March,sandy loam,well-drained,1477
mango,April,sandy loam,well-drained,1477
mango,May,sandy loam,well-drained,1477
mango,June,sandy loam,well-drained,1477
mango,July,sandy loam,well-drained,1477
mango,August,sandy loam,well-drained,1477
mango,September,sandy loam,well-drained,1477
mango,October,sandy loam,well-drained,1477
mango,November,sandy loam,well-drained,1478
mango,December,sandy loam,well-drained,1478
mango,January,sandy loam,well-drained,1478
mango,February,sandy loam,well-drained,1478
mango,March,sandy loam,well-drained,1478
mango,April,sandy loam,well-drained,1478
mango,May,sandy loam,well-drained,1478
mango,June,sandy loam,well-drained,1478
mango,July,sandy loam,well-drained,1478
mango,August,sandy loam,well-drained,1478
mango,September,sandy loam,well-drained,1478
mango,October,sandy loam,well-drained,1478
mango,November,sandy loam,well-drained,1479
mango,December,sandy loam,well-drained,1479
mango,January,sandy loam,well-drained,1479
mango,February,sandy loam,well-drained,1479
mango,March,sandy loam,well-drained,1479
mango,April,sandy loam,well-drained,1479
mango,May,sandy loam,well-drained,1479
mango,June,sandy loam,well-drained,1479
mango,July,sandy loam,well-drained,1479
mango,August,sandy loam,well-drained,1479
mango,September,sandy loam,well-drained,1479
mango,October,sandy loam,well-drained,1479
mango,November,sandy loam,well-drained,1480
mango,December,sandy loam,well-drained,1480
mango,January,sandy loam,well-drained,1480
mango,February,sandy loam,well-drained,1480
mango,March,sandy loam,well-drained,1480
mango,April,sandy loam,well-drained,1480
mango,May,sandy loam,well-drained,1480
mango,June,sandy loam,well-drained,1480
mango,July,sandy loam,well-drained,1480
mango,August,sandy loam,well-drained,1480
mango,September,sandy loam,well-drained,1480
mango,October,sandy loam,well-drained,1480
mango,November,sandy loam,well-drained,1481
mango,December,sandy loam,well-drained,1481
mango,January,sandy loam,well-drained,1481
mango,February,sandy loam,well-drained,1481
mango,March,sandy loam,well-drained,1481
mango,April,sandy loam,well-drained,1481
mango,May,sandy loam,well-drained,1481
mango,June,sandy loam,well-drained,1481
mango,July,sandy loam,well-drained,1481
mango,August,sandy loam,well-drained,1481
mango,September,sandy loam,well-drained,1481
mango,October,sandy loam,well-drained,1481
mango,November,sandy loam,well-drained,1482
mango,December,sandy loam,well-drained,1482
mango,January,sandy loam,well-drained,1482
mango,February,sandy loam,well-drained,1482
